#fields	application	description	signature	excluded	max_skip	filename_hashes	id	command	parsing
#types	string	string	vector[string]	set[string]	count	set[string]	string	string	string
ps	Create a new directory	3df084742fb18607089dd93e01da07bb,a6b55c269a3833d2538afbb0141fa71d,cb7e84430eef9f80aa038dfa3679fd91,70e90d8c31e2474785532a34bd27d73c	d01ed6883b768085a72fdc9698f3fb6d	0	-	ps_mkdir_1	mkdir	signature_parsing_ps_mkdir
ps	Listing contents of directory	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,e128601506b19689cfea77f8e57fa33d,70e90d8c31e2474785532a34bd27d73c,9f5f81337f1ef171e9b96b41394c882d,e128601506b19689cfea77f8e57fa33d	d01ed6883b768085a72fdc9698f3fb6d	0	-	ps_ls_1	ls	signature_parsing_ps_dir
ps	Create a new directory	3df084742fb18607089dd93e01da07bb,a6b55c269a3833d2538afbb0141fa71d,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,cb7e84430eef9f80aa038dfa3679fd91,70e90d8c31e2474785532a34bd27d73c	d01ed6883b768085a72fdc9698f3fb6d	0	-	ps_mkdir_2	mkdir	signature_parsing_ps_mkdir
ps	Create a file with echo	3df084742fb18607089dd93e01da07bb,a6b55c269a3833d2538afbb0141fa71d,75281d285bfbbd13e2cc7b563613e0d5,70e90d8c31e2474785532a34bd27d73c,5c3b0d10cc40cb2044ae1cc52989c3ff,70e90d8c31e2474785532a34bd27d73c,d4b9e47f65b6e79b010582f15785867e,f67479816abbd6532e37f29dc44a3658,80c2cc1529acacebb810ec4014119967	d01ed6883b768085a72fdc9698f3fb6d	0	-	ps_echo__1	echo >	signature_parsing_ps_echo_file
ps	Copy file to server	3df084742fb18607089dd93e01da07bb,a6b55c269a3833d2538afbb0141fa71d,75281d285bfbbd13e2cc7b563613e0d5,70e90d8c31e2474785532a34bd27d73c,d114381b12d78f13fe96fd07d0dde4d0,70e90d8c31e2474785532a34bd27d73c,35127603ad78335a7290598c9070e7f7,d4b9e47f65b6e79b010582f15785867e,f67479816abbd6532e37f29dc44a3658,5a4606aac7612839c39162746e8655a0,80c2cc1529acacebb810ec4014119967,1d4da69b0cdabfc134cbc7a4df238514	d01ed6883b768085a72fdc9698f3fb6d	4	-	ps_copy_1	copy	signature_parsing_ps_copy
ps	Move / rename a directory on server	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,d9a14ea22b152bd1770409a56db5ffad,70e90d8c31e2474785532a34bd27d73c,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,6f91a72fdb8d999b0976eb3f7cc1bf82	e128601506b19689cfea77f8e57fa33d,5b624e8c095250ffefe2ab11d07e0bbb	4	-	ps_ren_1	ren	signature_parsing_ps_move_directory
ps	Move / rename a directory on server	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,d9a14ea22b152bd1770409a56db5ffad,70e90d8c31e2474785532a34bd27d73c,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,9f5f81337f1ef171e9b96b41394c882d,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,6f91a72fdb8d999b0976eb3f7cc1bf82	e128601506b19689cfea77f8e57fa33d,5b624e8c095250ffefe2ab11d07e0bbb	2	-	ps_ren_2	ren	signature_parsing_ps_move_directory
ps	Move / rename a directory on server	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,d9a14ea22b152bd1770409a56db5ffad,70e90d8c31e2474785532a34bd27d73c,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,fed7ac34ac172c3beb78a991a6a58b70,60ffca621d027c90654d1d2bf61a9266,6f91a72fdb8d999b0976eb3f7cc1bf82	e128601506b19689cfea77f8e57fa33d,5b624e8c095250ffefe2ab11d07e0bbb	4	-	ps_ren_3	ren	signature_parsing_ps_move_directory
ps	Move / rename a directory on server	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,d9a14ea22b152bd1770409a56db5ffad,70e90d8c31e2474785532a34bd27d73c,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,fed7ac34ac172c3beb78a991a6a58b70,60ffca621d027c90654d1d2bf61a9266,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,9f5f81337f1ef171e9b96b41394c882d,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,6f91a72fdb8d999b0976eb3f7cc1bf82	e128601506b19689cfea77f8e57fa33d,5b624e8c095250ffefe2ab11d07e0bbb	4	-	ps_ren_4	ren	signature_parsing_ps_move_directory
ps	Move / rename a directory on server	3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,3df084742fb18607089dd93e01da07bb,70e90d8c31e2474785532a34bd27d73c,d9a14ea22b152bd1770409a56db5ffad,70e90d8c31e2474785532a34bd27d73c,56100944eac20b9e9e3229bee6916e1b,1d4da69b0cdabfc134cbc7a4df238514,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,9f5f81337f1ef171e9b96b41394c882d,37581c07c1877b5d850673bf33621351,70e90d8c31e2474785532a34bd27d73c,953dc0bda8260be9c425eb79138fd1b1,70e90d8c31e2474785532a34bd27d73c,6f91a72fdb8d999b0976eb3f7cc1bf82	e128601506b19689cfea77f8e57fa33d,5b624e8c095250ffefe2ab11d07e0bbb	5	-	ps_ren_5	ren	signature_parsing_ps_move_directory
